Song name,Week,Points,12,10,8,7,6,5,4,3,2,1,# of voters,Avg points,Weekly rank,Result,bonusPoints
Sayonara,Track Save Week,108,0,0,0,0,18,0,0,0,0,0,18,6,157,,0
Electric Nights,Track Save Week,107,0,0,0,0,16,0,0,0,0,0,16,6,158,,11
"Please, let there be peace",Track Save Week,105,0,0,0,0,14,0,0,0,0,0,14,6,159,,21
Skyscraper Stars of Earth,Track Save Week,105,0,0,0,0,14,0,0,0,0,0,14,6,160,,21
"Thank 'em for Me - Tom Lehrer vs GANTASMO [SSC7, USA] [SSC7]",Track Save Week,102,0,0,0,0,17,0,0,0,0,0,17,6,161,,0
Sand,Track Save Week,102,0,0,0,0,17,0,0,0,0,0,17,6,162,,0
A Better Man,Track Save Week,99,0,0,0,0,13,0,0,0,0,0,13,6,163,,21
EL FESTÍN,Track Save Week,97,0,0,0,0,16,0,0,0,0,0,16,6,164,,1
"Meritokrasi Utopia (SSC7, INDONESIA)",Track Save Week,96,0,0,0,0,16,0,0,0,0,0,16,6,165,,0
"Light Within”(NSM3) [SSC7, Israel]",Track Save Week,96,0,0,0,0,16,0,0,0,0,0,16,6,166,,0
United we sing,Track Save Week,96,0,0,0,0,16,0,0,0,0,0,16,6,167,,0
Unmasked,Track Save Week,96,0,0,0,0,16,0,0,0,0,0,16,6,168,,0
Green Fairy,Track Save Week,90,0,0,0,0,15,0,0,0,0,0,15,6,169,,0
"Guilty For You [SSC7, United States]",Track Save Week,90,0,0,0,0,15,0,0,0,0,0,15,6,170,,0
Devil for Real,Track Save Week,85,0,0,0,0,14,0,0,0,0,0,14,6,171,,1
Shadow Boxing,Track Save Week,84,0,0,0,0,14,0,0,0,0,0,14,6,172,,0
EDGE OF LOVE,Track Save Week,84,0,0,0,0,14,0,0,0,0,0,14,6,173,,0
Farben,Track Save Week,84,0,0,0,0,14,0,0,0,0,0,14,6,174,,0
Berpaut Pada Mimpi 2.0,Track Save Week,79,0,0,0,0,13,0,0,0,0,0,13,6,175,,1
Auroraraptors,Track Save Week,78,0,0,0,0,13,0,0,0,0,0,13,6,176,,0
SSC7 - Observant Sin,Track Save Week,73,0,0,0,0,12,0,0,0,0,0,12,6,177,,1
Katran ve Yağmur,Track Save Week,66,0,0,0,0,11,0,0,0,0,0,11,6,178,,0
Even in Elysium,Track Save Week,66,0,0,0,0,11,0,0,0,0,0,11,6,179,,0
ドリームランド,Track Save Week,60,0,0,0,0,10,0,0,0,0,0,10,6,180,,0
The Final Act in Black,Track Save Week,60,0,0,0,0,10,0,0,0,0,0,10,6,181,,0
I Shed My Last Tear,Track Save Week,60,0,0,0,0,10,0,0,0,0,0,10,6,182,,0
"SBS, Setahun Bersama Suno [SSC7, Indonesia]",Track Save Week,57,0,0,0,0,6,0,0,0,0,0,6,6,183,,21
CAN I BE YOUR BEST MAN ?,Track Save Week,48,0,0,0,0,8,0,0,0,0,0,8,6,184,,0
TRUE,Track Save Week,18,0,0,0,0,3,0,0,0,0,0,3,6,185,,0
【Ｅｎｔｅｒ➿Ｌｏｏｐ】,Track Save Week,10,0,0,0,0,0,0,0,0,0,0,0,0,186,,10
Queen of the Crows,2nd Chance,339,4,6,9,5,6,7,6,4,7,3,57,"5,95",1,Finals,0
Goosebump Dancefloor,2nd Chance,296,7,2,5,9,4,3,8,2,4,4,48,"6,17",2,Finals,0
I Never Was,2nd Chance,279,5,5,4,4,9,1,6,5,5,1,45,"6,20",3,Finals,0
I CAN (Don't GO),2nd Chance,275,3,10,3,4,5,4,4,3,5,2,43,"6,40",4,Finals,0
My Emerald Queen,2nd Chance,274,7,4,0,5,6,7,3,5,7,3,47,"5,83",5,Finals,0
Dancing in the Rain,2nd Chance,263,7,5,3,4,6,2,3,3,3,4,40,"6,58",6,,0
Coulda,2nd Chance,260,6,4,5,8,0,2,4,5,3,5,42,"6,19",7,,0
I don’t want to!,2nd Chance,255,6,4,6,3,5,2,4,3,3,3,39,"6,54",8,,0
afterGLOW,2nd Chance,255,3,6,5,5,3,3,4,6,7,3,45,"5,67",8,,0
Blue Magic,2nd Chance,250,6,5,5,4,3,3,3,3,0,6,38,"6,58",10,,0
Easy Life,2nd Chance,236,7,3,3,4,5,3,2,3,2,4,36,"6,56",11,,0
ᛋᚲᚢᚷᚷᛁ ᛚᛟᚲᛁ (Skuggi Loki),2nd Chance,233,2,6,5,3,2,8,6,1,3,3,39,"5,97",12,,0
Second Skin,2nd Chance,231,1,5,5,6,5,5,2,5,2,5,41,"5,63",13,,0
IF // THEN,2nd Chance,227,3,3,3,2,3,8,5,10,5,5,47,"4,83",14,,0
Heartbeat Glitch,2nd Chance,222,5,5,1,5,3,4,2,6,1,3,35,"6,34",15,,0
"Icarus (Remix) [SSC7, USA]",2nd Chance,220,4,4,4,3,3,4,4,4,3,7,40,"5,50",16,,0
Just Around the Corner,2nd Chance,218,3,4,5,7,3,3,2,2,2,2,33,"6,61",17,,0
沉沒 . Sinking,2nd Chance,217,2,3,9,4,2,4,1,3,6,6,40,"5,43",18,,0
Pretend,2nd Chance,211,3,1,4,2,3,9,9,3,3,5,42,"5,02",19,,0
Mercy Lag,2nd Chance,204,3,2,4,3,6,7,2,2,4,2,35,"5,83",20,,0
Between the Dust and the Stars,2nd Chance,199,5,3,4,0,2,5,3,4,5,6,37,"5,38",21,,0
Mirror Melody,2nd Chance,197,3,3,3,4,3,3,5,3,5,7,39,"5,05",22,,0
Odd Proposal,2nd Chance,181,2,2,6,2,4,2,5,4,2,5,34,"5,32",23,,0
Lights and Shadows,2nd Chance,179,8,1,2,2,1,1,4,1,5,3,28,"6,39",24,,0
I just wanna dance,2nd Chance,166,2,5,2,2,4,2,2,4,3,2,28,"5,93",25,,0
Together Alone,2nd Chance,163,2,3,1,3,2,4,4,7,4,3,33,"4,94",26,,0
Error Detected,2nd Chance,141,0,3,2,4,4,3,2,3,4,3,28,"5,04",27,,0
Time,2nd Chance,139,2,1,2,1,4,2,7,3,5,1,28,"4,96",28,,0
Glitch of the Five,2nd Chance,139,1,3,2,4,4,2,0,3,3,4,26,"5,35",28,,0
Entropy,2nd Chance,85,1,2,1,1,3,0,1,3,2,3,17,"5,00",30,,0
The Boy I Left Behind,Finals,259,5,8,5,3,4,1,1,4,5,3,39,"6,64",1,Winner,0
"Evil, Dark, Grotesque",Finals,241,4,3,8,3,5,2,5,1,4,7,42,"5,74",2,2nd-place,0
Cold and Coming Down,Finals,236,6,7,3,2,1,3,5,3,3,0,33,"7,15",3,3rd-place,0
Summer Days,Finals,234,5,2,7,4,4,3,3,4,3,1,36,"6,50",4,,0
空蝉の儚,Finals,223,3,9,3,2,3,4,2,1,4,2,33,"6,76",5,,0
Insanity,Finals,218,3,3,5,4,4,3,4,6,2,7,41,"5,32",6,,0
My Emerald Queen,Finals,218,6,4,2,3,4,4,1,4,2,5,35,"6,23",6,,0
Void,Finals,209,3,4,2,4,4,5,5,3,4,3,37,"5,65",8,,0
Tryin',Finals,208,1,2,5,7,6,4,2,2,7,3,39,"5,33",9,,0
Blue Butterfly,Finals,207,3,3,3,5,6,4,3,2,2,4,35,"5,91",10,,0
lull,Finals,203,3,5,6,1,2,5,1,4,3,3,33,"6,15",11,,0
Goosebump Dancefloor,Finals,199,5,1,3,3,0,5,7,6,5,3,38,"5,24",12,,0
Built for Wonder,Finals,193,5,4,3,4,1,1,5,2,1,2,28,"6,89",13,,0
"Paper Chains [SSC7, USA]",Finals,191,3,4,3,4,5,4,2,0,1,3,29,"6,59",14,,0
Queen of the Crows,Finals,191,2,4,0,4,3,7,4,5,6,3,38,"5,03",14,,0
Featherfall,Finals,189,5,2,4,2,6,0,3,3,2,2,29,"6,52",16,,0
I Never Was,Finals,186,4,2,4,3,2,4,5,3,1,2,30,"6,20",17,,0
Muddy Eyes,Finals,185,5,4,2,3,2,2,4,2,0,4,28,"6,61",18,,0
No One Runs From Hell (And Ever Comes Back),Finals,180,3,7,2,2,5,0,1,2,0,4,26,"6,92",19,,0
Still I Walk,Finals,180,2,4,3,4,3,3,3,3,4,2,31,"5,81",19,,0
love you Puffs✨,Finals,176,2,5,0,5,3,2,4,5,2,4,32,"5,50",21,,0
What It Means To Be Human,Finals,170,3,0,5,2,5,3,3,3,6,2,32,"5,31",22,,0
The Room I Never Showed,Finals,170,4,1,3,4,1,4,5,3,1,3,29,"5,86",22,,0
I CAN (Don't GO),Finals,165,1,4,3,0,6,5,2,4,3,2,30,"5,50",24,,0
The Good Kid,Finals,157,4,1,6,1,0,4,3,0,2,8,29,"5,41",25,,0
Nevermore,Finals,156,1,1,5,5,2,6,1,2,2,3,28,"5,57",26,,0
To the Sky,Finals,153,1,1,2,6,4,1,6,3,5,1,30,"5,10",27,,0
The Spectrum,Finals,152,2,3,3,3,2,3,3,3,2,1,25,"6,08",28,,0
Wilting Flowers,Finals,148,3,2,1,4,3,1,2,5,4,2,27,"5,48",29,,0
Last Thursday,Finals,147,1,2,1,3,3,4,5,2,9,4,34,"4,32",30,,0
Rituals of the Night,Finals,128,2,2,2,3,3,1,2,3,2,3,23,"5,57",31,,0
The Silence,Finals,107,3,2,1,0,1,4,0,3,2,4,20,"5,35",32,,0
Tell me what’s wrong with me,Finals,104,3,0,2,2,1,1,3,1,4,4,21,"4,95",33,,0
Body Dey Vibe,Finals,92,2,1,1,0,3,2,1,5,1,1,17,"5,41",34,,0
Justify,Finals,85,1,0,1,3,0,3,2,4,3,3,20,"4,25",35,,0
Voices of silence,Finals,62,0,2,0,1,2,1,1,3,2,1,13,"4,77",36,,0
